Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-04-10T12:25:00+04:00 Dubai,17.841751098632812°C,36.449588775634766%,58.051300048828125%
2023-04-10T12:30:00+04:00 Dubai,17.841751098632812°C,36.449588775634766%,57.680599212646484%
2023-04-10T12:35:00+04:00 Dubai,17.841751098632812°C,36.449588775634766%,57.61674118041992%
2023-04-10T12:40:00+04:00 Dubai,17.841751098632812°C,36.449588775634766%,57.360050201416016%
2023-04-10T12:45:00+04:00 Dubai,17.841751098632812°C,36.449588775634766%,57.081966400146484%
2023-04-10T12:50:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.14918899536133%
2023-04-10T12:55:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.4235725402832%
2023-04-10T13:00:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.551353454589844%
2023-04-10T13:05:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.58645248413086%
2023-04-10T13:10:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,58.03324508666992%
2023-04-10T13:15:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.600955963134766%
2023-04-10T13:20:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.7310791015625%
2023-04-10T13:25:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.57894515991211%
2023-04-10T13:30:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.58059310913086%
2023-04-10T13:35:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.3724479675293%
2023-04-10T13:40:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.13131332397461%
2023-04-10T13:45:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,57.12812042236328%
2023-04-10T13:50:00+04:00 Dubai,17.691518783569336°C,36.449588775634766%,56.79647445678711%
2023-04-10T13:55:00+04:00 Dubai,17.54180908203125°C,35.45092010498047%,56.47672653198242%
2023-04-10T14:00:00+04:00 Dubai,17.54180908203125°C,35.45092010498047%,56.081302642822266%
2023-04-10T14:05:00+04:00 Dubai,17.54180908203125°C,35.45092010498047%,56.06950378417969%
2023-04-10T14:10:00+04:00 Dubai,17.54180908203125°C,35.45092010498047%,55.99995803833008%
2023-04-10T14:15:00+04:00 Dubai,17.54180908203125°C,35.45092010498047%,55.133949279785156%
2023-04-10T14:20:00+04:00 Dubai,17.54180908203125°C,34.392852783203125%,55.09748458862305%
2023-04-10T14:25:00+04:00 Dubai,17.54180908203125°C,34.392852783203125%,55.139007568359375%
2023-04-10T14:30:00+04:00 Dubai,17.54180908203125°C,34.392852783203125%,55.139198303222656%
2023-04-10T14:35:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,54.73186111450195%
2023-04-10T14:40:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.14168167114258%
2023-04-10T14:45:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,54.93378448486328%
2023-04-10T14:50:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.03300476074219%
2023-04-10T14:55:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.138336181640625%
2023-04-10T15:00:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.027137756347656%
2023-04-10T15:05:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.040523529052734%
2023-04-10T15:10:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.13748550415039%
2023-04-10T15:15:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,54.680240631103516%
2023-04-10T15:20:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.125850677490234%
2023-04-10T15:25:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.13780212402344%
2023-04-10T15:30:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,54.66313171386719%
2023-04-10T15:35:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.07874298095703%
2023-04-10T15:40:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,55.023170471191406%
2023-04-10T15:45:00+04:00 Dubai,17.54180908203125°C,33.238380432128906%,54.34226989746094%
2023-04-10T15:50:00+04:00 Dubai,17.39162826538086°C,32.069664001464844%,54.398380279541016%
2023-04-10T15:55:00+04:00 Dubai,17.39162826538086°C,31.071949005126953%,53.81650161743164%
2023-04-10T16:00:00+04:00 Dubai,17.39162826538086°C,28.87045669555664%,54.130149841308594%
2023-04-10T16:05:00+04:00 Dubai,17.39162826538086°C,27.722320556640625%,53.8678092956543%
2023-04-10T16:10:00+04:00 Dubai,17.692523956298828°C,29.069747924804688%,53.73966598510742%
2023-04-10T16:15:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.43482208251953%
2023-04-10T16:20:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.41544723510742%
2023-04-10T16:25:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.12775421142578%
2023-04-10T16:30:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.32322311401367%
2023-04-10T16:35:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.78173065185547%
2023-04-10T16:40:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.48162841796875%
2023-04-10T16:45:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.314483642578125%
2023-04-10T16:50:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.61775207519531%
2023-04-10T16:55:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.40270233154297%
2023-04-10T17:00:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,53.3928337097168%
2023-04-10T17:05:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,52.91310119628906%
2023-04-10T17:10:00+04:00 Dubai,17.841434478759766°C,29.069747924804688%,52.9266242980957%
2023-04-10T17:15:00+04:00 Dubai,17.691919326782227°C,29.069747924804688%,52.470916748046875%
2023-04-10T17:20:00+04:00 Dubai,17.691919326782227°C,29.069747924804688%,52.45951843261719%
2023-04-10T17:25:00+04:00 Dubai,17.691919326782227°C,29.069747924804688%,52.44744873046875%
2023-04-10T17:30:00+04:00 Dubai,17.691919326782227°C,29.069747924804688%,52.45998764038086%
2023-04-10T17:35:00+04:00 Dubai,17.541019439697266°C,29.069747924804688%,51.99953079223633%
2023-04-10T17:40:00+04:00 Dubai,17.541019439697266°C,29.069747924804688%,52.457401275634766%
2023-04-10T17:45:00+04:00 Dubai,17.39142608642578°C,29.069747924804688%,51.59443283081055%
2023-04-10T17:50:00+04:00 Dubai,17.39142608642578°C,27.984149932861328%,51.59233093261719%
2023-04-10T17:55:00+04:00 Dubai,17.39142608642578°C,26.762454986572266%,51.668846130371094%
2023-04-10T18:00:00+04:00 Dubai,17.241708755493164°C,24.388622283935547%,51.52202224731445%
2023-04-10T18:05:00+04:00 Dubai,17.241708755493164°C,22.130657196044922%,51.111289978027344%
2023-04-10T18:10:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,51.06565856933594%
2023-04-10T18:15:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,50.13459396362305%
2023-04-10T18:20:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,50.057491302490234%
2023-04-10T18:25:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,49.37655258178711%
2023-04-10T18:30:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,49.1042594909668%
2023-04-10T18:35:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,48.84435272216797%
2023-04-10T18:40:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,48.80900573730469%
2023-04-10T18:45:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,49.03419876098633%
2023-04-10T18:50:00+04:00 Dubai,17.546772003173828°C,24.3673038482666%,49.00703430175781%
2023-04-10T18:55:00+04:00 Dubai,17.546772003173828°C,23.370508193969727%,48.89466857910156%
2023-04-10T19:00:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,48.76221466064453%
2023-04-10T19:05:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,50.66606521606445%
2023-04-10T19:10:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,50.602787017822266%
2023-04-10T19:15:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,50.121578216552734%
2023-04-10T19:20:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,50.11203384399414%
2023-04-10T19:25:00+04:00 Dubai,17.398242950439453°C,22.23336410522461%,49.2779426574707%
2023-04-10T19:30:00+04:00 Dubai,17.398242950439453°C,21.239986419677734%,49.73114776611328%
2023-04-10T19:35:00+04:00 Dubai,17.398242950439453°C,21.239986419677734%,48.81941604614258%
2023-04-10T19:40:00+04:00 Dubai,17.398242950439453°C,20.105188369750977%,49.066768646240234%
2023-04-10T19:45:00+04:00 Dubai,17.398242950439453°C,18.819454193115234%,48.40496826171875%
2023-04-10T19:50:00+04:00 Dubai,17.398242950439453°C,17.697072982788086%,48.37871170043945%
2023-04-10T19:55:00+04:00 Dubai,17.398242950439453°C,16.548738479614258%,48.000736236572266%
2023-04-10T20:00:00+04:00 Dubai,17.398242950439453°C,15.39520263671875%,48.36369705200195%
2023-04-10T20:05:00+04:00 Dubai,17.86838150024414°C,16.798240661621094%,47.95286560058594%
2023-04-10T20:10:00+04:00 Dubai,18.326364517211914°C,16.798240661621094%,47.90831756591797%
2023-04-10T20:15:00+04:00 Dubai,18.626359939575195°C,19.233884811401367%,48.15472412109375%
2023-04-10T20:20:00+04:00 Dubai,18.777332305908203°C,21.480466842651367%,47.90809631347656%
2023-04-10T20:25:00+04:00 Dubai,18.626497268676758°C,21.480466842651367%,48.38874053955078%
2023-04-10T20:30:00+04:00 Dubai,18.626497268676758°C,20.2814884185791%,47.94105529785156%
2023-04-10T20:35:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.88474655151367%
2023-04-10T20:40:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.89098358154297%
2023-04-10T20:45:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.440223693847656%
2023-04-10T20:50:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.46397399902344%
2023-04-10T20:55:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.444358825683594%
2023-04-10T21:00:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.448612213134766%
2023-04-10T21:05:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.44668197631836%
2023-04-10T21:10:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.40281677246094%
2023-04-10T21:15:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.316200256347656%
2023-04-10T21:20:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.176876068115234%
2023-04-10T21:25:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.256568908691406%
2023-04-10T21:30:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.14033508300781%
2023-04-10T21:35:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.24427795410156%
2023-04-10T21:40:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.98280334472656%
2023-04-10T21:45:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,47.12080001831055%
2023-04-10T21:50:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.71428298950195%
2023-04-10T21:55:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.98105239868164%
2023-04-10T22:00:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.52347946166992%
2023-04-10T22:05:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.945274353027344%
2023-04-10T22:10:00+04:00 Dubai,18.476707458496094°C,20.2814884185791%,46.708160400390625%
2023-04-10T22:15:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.650665283203125%
2023-04-10T22:20:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.509090423583984%
2023-04-10T22:25:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.50456237792969%
2023-04-10T22:30:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.15592956542969%
2023-04-10T22:35:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.18729782104492%
2023-04-10T22:40:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.166419982910156%
2023-04-10T22:45:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.165672302246094%
2023-04-10T22:50:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.1935920715332%
2023-04-10T22:55:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.151145935058594%
2023-04-10T23:00:00+04:00 Dubai,18.32750701904297°C,20.2814884185791%,46.17864227294922%
2023-04-10T23:05:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,46.16011428833008%
2023-04-10T23:10:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,46.116363525390625%
2023-04-10T23:15:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.92139434814453%
2023-04-10T23:20:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.83610916137695%
2023-04-10T23:25:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,46.03486633300781%
2023-04-10T23:30:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.70515441894531%
2023-04-10T23:35:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.96760559082031%
2023-04-10T23:40:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.707767486572266%
2023-04-10T23:45:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.73992919921875%
2023-04-10T23:50:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.734580993652344%
2023-04-10T23:55:00+04:00 Dubai,18.178327560424805°C,20.2814884185791%,45.70710372924805%
2023-04-11T00:00:00+04:00 Dubai,19.60182762145996°C,15.47373104095459%,46.054664611816406%
2023-04-11T00:05:00+04:00 Dubai,20.86806869506836°C,20.708707809448242%,46.189720153808594%
2023-04-11T00:10:00+04:00 Dubai,17.49864387512207°C,22.027210235595703%,45.742740631103516%
2023-04-11T00:15:00+04:00 Dubai,17.191604614257812°C,18.818462371826172%,45.69754409790039%
2023-04-11T00:20:00+04:00 Dubai,17.191604614257812°C,17.629192352294922%,45.74107360839844%
2023-04-11T00:25:00+04:00 Dubai,17.191604614257812°C,14.90652084350586%,45.70319366455078%
2023-04-11T00:30:00+04:00 Dubai,17.808101654052734°C,17.138198852539062%,45.76285171508789%
2023-04-11T00:35:00+04:00 Dubai,18.11267852783203°C,17.138198852539062%,45.707088470458984%
2023-04-11T00:40:00+04:00 Dubai,18.412052154541016°C,17.138198852539062%,46.09599304199219%
2023-04-11T00:45:00+04:00 Dubai,18.56060028076172°C,18.669095993041992%,45.70051956176758%
2023-04-11T00:50:00+04:00 Dubai,18.709196090698242°C,20.99090576171875%,46.100830078125%
2023-04-11T00:55:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.702293395996094%
2023-04-11T01:00:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.869407653808594%
2023-04-11T01:05:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.698585510253906%
2023-04-11T01:10:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.794776916503906%
2023-04-11T01:15:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.022945404052734%
2023-04-11T01:20:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.15534973144531%
2023-04-11T01:25:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.03507614135742%
2023-04-11T01:30:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.70670700073242%
2023-04-11T01:35:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.90524673461914%
2023-04-11T01:40:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.14580154418945%
2023-04-11T01:45:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.10279846191406%
2023-04-11T01:50:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.165897369384766%
2023-04-11T01:55:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.11145782470703%
2023-04-11T02:00:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.99661636352539%
2023-04-11T02:05:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.72810363769531%
2023-04-11T02:10:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.08525466918945%
2023-04-11T02:15:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.69735336303711%
2023-04-11T02:20:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.97346115112305%
2023-04-11T02:25:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.713932037353516%
2023-04-11T02:30:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.1629753112793%
2023-04-11T02:35:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.96834945678711%
2023-04-11T02:40:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.94804763793945%
2023-04-11T02:45:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.11797332763672%
2023-04-11T02:50:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.814857482910156%
2023-04-11T02:55:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.3886833190918%
2023-04-11T03:00:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.39552307128906%
2023-04-11T03:05:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.98979949951172%
2023-04-11T03:10:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.144256591796875%
2023-04-11T03:15:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,45.73036575317383%
2023-04-11T03:20:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.44729995727539%
2023-04-11T03:25:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.187034606933594%
2023-04-11T03:30:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.20861053466797%
2023-04-11T03:35:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.499176025390625%
2023-04-11T03:40:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,47.39415740966797%
2023-04-11T03:45:00+04:00 Dubai,18.5564022064209°C,19.93488311767578%,46.806617736816406%
2023-04-11T03:50:00+04:00 Dubai,18.5564022064209°C,22.032852172851562%,47.440330505371094%
2023-04-11T03:55:00+04:00 Dubai,18.5564022064209°C,22.032852172851562%,46.48883819580078%
2023-04-11T04:00:00+04:00 Dubai,18.5564022064209°C,23.11302947998047%,46.7536735534668%
2023-04-11T04:05:00+04:00 Dubai,18.5564022064209°C,23.11302947998047%,46.95817947387695%
2023-04-11T04:10:00+04:00 Dubai,18.5564022064209°C,24.18276596069336%,47.44813919067383%
2023-04-11T04:15:00+04:00 Dubai,18.5564022064209°C,25.385000228881836%,47.15003967285156%
2023-04-11T04:20:00+04:00 Dubai,18.5564022064209°C,25.06795310974121%,47.44192886352539%
2023-04-11T04:25:00+04:00 Dubai,17.776639938354492°C,25.06795310974121%,47.412227630615234%
2023-04-11T04:30:00+04:00 Dubai,17.47583770751953°C,25.06795310974121%,47.10286331176758%
2023-04-11T04:35:00+04:00 Dubai,17.327327728271484°C,22.805376052856445%,46.97797775268555%
2023-04-11T04:40:00+04:00 Dubai,17.327327728271484°C,21.613258361816406%,46.898902893066406%
2023-04-11T04:45:00+04:00 Dubai,17.327327728271484°C,20.461261749267578%,46.40437316894531%
2023-04-11T04:50:00+04:00 Dubai,17.327327728271484°C,19.309789657592773%,46.53797912597656%
2023-04-11T04:55:00+04:00 Dubai,17.327327728271484°C,18.00602149963379%,46.513065338134766%
2023-04-11T05:00:00+04:00 Dubai,17.327327728271484°C,16.855148315429688%,46.66691970825195%
2023-04-11T05:05:00+04:00 Dubai,17.327327728271484°C,15.847585678100586%,46.53368377685547%
2023-04-11T05:10:00+04:00 Dubai,17.63477897644043°C,15.90414047241211%,46.511844635009766%
2023-04-11T05:15:00+04:00 Dubai,18.097408294677734°C,15.90414047241211%,46.470115661621094%
2023-04-11T05:20:00+04:00 Dubai,18.39939308166504°C,15.90414047241211%,46.5731201171875%
2023-04-11T05:25:00+04:00 Dubai,18.550081253051758°C,18.424837112426758%,46.54252624511719%
2023-04-11T05:30:00+04:00 Dubai,18.69866371154785°C,20.950647354125977%,46.23842239379883%
2023-04-11T05:35:00+04:00 Dubai,18.69866371154785°C,20.950647354125977%,46.19535827636719%
2023-04-11T05:40:00+04:00 Dubai,18.548595428466797°C,19.616716384887695%,46.18284606933594%
2023-04-11T05:45:00+04:00 Dubai,18.548595428466797°C,19.616716384887695%,46.166900634765625%
2023-04-11T05:50:00+04:00 Dubai,18.548595428466797°C,19.616716384887695%,46.32762145996094%
2023-04-11T05:55:00+04:00 Dubai,18.548595428466797°C,19.616716384887695%,46.19355392456055%
