ts,DMC Building 1 Data Quality Tests Discharge-Air-Temp-Sensor Copy,DMC Building 1 Data Quality Tests Discharge-Chilled-Water-Cool-Valve-Cmd Copy
2023-06-02T07:10:00+04:00 Dubai,15.00964069366455°C,57.93%
2023-06-02T07:15:00+04:00 Dubai,15.00964069366455°C,59.30%
2023-06-02T07:20:00+04:00 Dubai,14.857674598693848°C,60.51%
2023-06-02T07:25:00+04:00 Dubai,14.857674598693848°C,61.51%
2023-06-02T07:30:00+04:00 Dubai,14.857674598693848°C,63.76%
2023-06-02T07:35:00+04:00 Dubai,14.857674598693848°C,65.76%
2023-06-02T07:40:00+04:00 Dubai,15.00858211517334°C,69.72%
2023-06-02T07:45:00+04:00 Dubai,15.158748626708984°C,75.04%
2023-06-02T07:50:00+04:00 Dubai,15.158748626708984°C,78.55%
2023-06-02T07:55:00+04:00 Dubai,15.307990074157715°C,82.94%
2023-06-02T08:00:00+04:00 Dubai,15.307990074157715°C,86.83%
2023-06-02T08:05:00+04:00 Dubai,15.307990074157715°C,90.94%
2023-06-02T08:10:00+04:00 Dubai,15.307990074157715°C,95.39%
2023-06-02T08:15:00+04:00 Dubai,15.307990074157715°C,99.11%
2023-06-02T08:20:00+04:00 Dubai,15.457196235656738°C,99.11%
2023-06-02T08:25:00+04:00 Dubai,15.457196235656738°C,99.11%
2023-06-02T08:30:00+04:00 Dubai,14.816887855529785°C,99.11%
2023-06-02T08:35:00+04:00 Dubai,13.217047691345215°C,99.11%
2023-06-02T08:40:00+04:00 Dubai,12.753841400146484°C,87.69%
2023-06-02T08:45:00+04:00 Dubai,12.753841400146484°C,85.05%
2023-06-02T08:50:00+04:00 Dubai,12.753841400146484°C,82.79%
2023-06-02T08:55:00+04:00 Dubai,12.753841400146484°C,79.02%
2023-06-02T09:00:00+04:00 Dubai,12.902400970458984°C,77.84%
2023-06-02T09:05:00+04:00 Dubai,13.052749633789062°C,75.72%
2023-06-02T09:10:00+04:00 Dubai,13.201462745666504°C,74.63%
2023-06-02T09:15:00+04:00 Dubai,13.201462745666504°C,74.63%
2023-06-02T09:20:00+04:00 Dubai,13.201462745666504°C,73.53%
2023-06-02T09:25:00+04:00 Dubai,13.350765228271484°C,73.53%
2023-06-02T09:30:00+04:00 Dubai,13.350765228271484°C,73.53%
2023-06-02T09:35:00+04:00 Dubai,13.350765228271484°C,73.53%
2023-06-02T09:40:00+04:00 Dubai,13.350765228271484°C,72.24%
2023-06-02T09:45:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T09:50:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T09:55:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:00:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:05:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:10:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:15:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:20:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:25:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:30:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:35:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:40:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:45:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:50:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T10:55:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T11:00:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T11:05:00+04:00 Dubai,13.499967575073242°C,72.24%
2023-06-02T11:10:00+04:00 Dubai,13.499967575073242°C,71.15%
2023-06-02T11:15:00+04:00 Dubai,13.351125717163086°C,70.07%
2023-06-02T11:20:00+04:00 Dubai,13.351125717163086°C,70.07%
2023-06-02T11:25:00+04:00 Dubai,13.351125717163086°C,68.78%
2023-06-02T11:30:00+04:00 Dubai,13.500387191772461°C,62.55%
2023-06-02T11:35:00+04:00 Dubai,13.500387191772461°C,61.47%
2023-06-02T11:40:00+04:00 Dubai,13.807121276855469°C,54.88%
2023-06-02T11:45:00+04:00 Dubai,14.109912872314453°C,56.44%
2023-06-02T11:50:00+04:00 Dubai,14.109912872314453°C,55.43%
2023-06-02T11:55:00+04:00 Dubai,14.258905410766602°C,54.36%
2023-06-02T12:00:00+04:00 Dubai,14.258905410766602°C,53.36%
2023-06-02T12:05:00+04:00 Dubai,14.258905410766602°C,52.25%
2023-06-02T12:10:00+04:00 Dubai,14.258905410766602°C,52.25%
2023-06-02T12:15:00+04:00 Dubai,14.407815933227539°C,52.25%
2023-06-02T12:20:00+04:00 Dubai,14.558481216430664°C,52.25%
2023-06-02T12:25:00+04:00 Dubai,14.558481216430664°C,52.25%
2023-06-02T12:30:00+04:00 Dubai,14.707001686096191°C,52.25%
2023-06-02T12:35:00+04:00 Dubai,14.707001686096191°C,52.25%
2023-06-02T12:40:00+04:00 Dubai,14.8574857711792°C,52.25%
2023-06-02T12:45:00+04:00 Dubai,14.8574857711792°C,52.25%
2023-06-02T12:50:00+04:00 Dubai,14.8574857711792°C,52.25%
2023-06-02T12:55:00+04:00 Dubai,14.8574857711792°C,52.25%
2023-06-02T13:00:00+04:00 Dubai,15.006075859069824°C,52.25%
2023-06-02T13:05:00+04:00 Dubai,15.006075859069824°C,52.25%
2023-06-02T13:10:00+04:00 Dubai,15.006075859069824°C,52.25%
2023-06-02T13:15:00+04:00 Dubai,15.006075859069824°C,52.25%
2023-06-02T13:20:00+04:00 Dubai,15.006075859069824°C,52.25%
2023-06-02T13:25:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:30:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:35:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:40:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:45:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:50:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T13:55:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:00:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:05:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:10:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:15:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:20:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:25:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:30:00+04:00 Dubai,14.856280326843262°C,52.25%
2023-06-02T14:35:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T14:40:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T14:45:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T14:50:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T14:55:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T15:00:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T15:05:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T15:10:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T15:15:00+04:00 Dubai,15.005638122558594°C,52.25%
2023-06-02T15:20:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:25:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:30:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:35:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:40:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:45:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:50:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T15:55:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:00:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:05:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:10:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:15:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:20:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:25:00+04:00 Dubai,15.156911849975586°C,52.25%
2023-06-02T16:30:00+04:00 Dubai,15.007599830627441°C,52.25%
2023-06-02T16:35:00+04:00 Dubai,15.007599830627441°C,52.25%
2023-06-02T16:40:00+04:00 Dubai,15.007599830627441°C,52.25%
2023-06-02T16:45:00+04:00 Dubai,15.007599830627441°C,52.25%
2023-06-02T16:50:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T16:55:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:00:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:05:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:10:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:15:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:20:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:25:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:30:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:35:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:40:00+04:00 Dubai,14.858908653259277°C,52.25%
2023-06-02T17:45:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T17:50:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T17:55:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T18:00:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T18:05:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T18:10:00+04:00 Dubai,14.709970474243164°C,52.25%
2023-06-02T18:15:00+04:00 Dubai,14.56064224243164°C,52.25%
2023-06-02T18:20:00+04:00 Dubai,14.56064224243164°C,52.25%
2023-06-02T18:25:00+04:00 Dubai,14.56064224243164°C,52.25%
2023-06-02T18:30:00+04:00 Dubai,14.411910057067871°C,52.25%
2023-06-02T18:35:00+04:00 Dubai,14.411910057067871°C,50.91%
2023-06-02T18:40:00+04:00 Dubai,14.411910057067871°C,49.82%
2023-06-02T18:45:00+04:00 Dubai,14.261505126953125°C,47.24%
2023-06-02T18:50:00+04:00 Dubai,14.410224914550781°C,48.47%
2023-06-02T18:55:00+04:00 Dubai,14.410224914550781°C,48.47%
2023-06-02T19:00:00+04:00 Dubai,14.410224914550781°C,48.47%
2023-06-02T19:05:00+04:00 Dubai,14.410224914550781°C,46.25%
2023-06-02T19:10:00+04:00 Dubai,14.410224914550781°C,46.25%
2023-06-02T19:15:00+04:00 Dubai,14.410224914550781°C,45.22%
2023-06-02T19:20:00+04:00 Dubai,14.410224914550781°C,45.22%
2023-06-02T19:25:00+04:00 Dubai,14.410224914550781°C,44.16%
2023-06-02T19:30:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T19:35:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T19:40:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T19:45:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T19:50:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T19:55:00+04:00 Dubai,14.563254356384277°C,44.16%
2023-06-02T20:00:00+04:00 Dubai,14.414423942565918°C,44.16%
2023-06-02T20:05:00+04:00 Dubai,14.566911697387695°C,43.11%
2023-06-02T20:10:00+04:00 Dubai,14.566911697387695°C,43.11%
2023-06-02T20:15:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:20:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:25:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:30:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:35:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:40:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:45:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:50:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T20:55:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T21:00:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T21:05:00+04:00 Dubai,14.715920448303223°C,43.11%
2023-06-02T21:10:00+04:00 Dubai,14.567201614379883°C,43.11%
2023-06-02T21:15:00+04:00 Dubai,14.716158866882324°C,43.11%
2023-06-02T21:20:00+04:00 Dubai,14.563384056091309°C,43.11%
2023-06-02T21:25:00+04:00 Dubai,14.563384056091309°C,43.11%
2023-06-02T21:30:00+04:00 Dubai,14.413822174072266°C,43.11%
2023-06-02T21:35:00+04:00 Dubai,14.413822174072266°C,40.87%
2023-06-02T21:40:00+04:00 Dubai,14.26372241973877°C,39.80%
2023-06-02T21:45:00+04:00 Dubai,14.417046546936035°C,39.95%
2023-06-02T21:50:00+04:00 Dubai,14.566070556640625°C,39.95%
2023-06-02T21:55:00+04:00 Dubai,14.566070556640625°C,39.95%
2023-06-02T22:00:00+04:00 Dubai,14.566070556640625°C,39.95%
2023-06-02T22:05:00+04:00 Dubai,14.566070556640625°C,39.95%
2023-06-02T22:10:00+04:00 Dubai,14.566070556640625°C,39.95%
2023-06-02T22:15:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:20:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:25:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:30:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:35:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:40:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:45:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:50:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T22:55:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:00:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:05:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:10:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:15:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:20:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:25:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:30:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:35:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:40:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:45:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:50:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-02T23:55:00+04:00 Dubai,14.71475887298584°C,39.95%
2023-06-03T00:00:00+04:00 Dubai,17.265243530273438°C,2.41%
2023-06-03T00:05:00+04:00 Dubai,18.338085174560547°C,4.74%
2023-06-03T00:10:00+04:00 Dubai,16.056795120239258°C,30.11%
2023-06-03T00:15:00+04:00 Dubai,16.208162307739258°C,35.19%
2023-06-03T00:20:00+04:00 Dubai,16.208162307739258°C,38.02%
2023-06-03T00:25:00+04:00 Dubai,16.208162307739258°C,40.75%
2023-06-03T00:30:00+04:00 Dubai,15.598808288574219°C,36.69%
2023-06-03T00:35:00+04:00 Dubai,15.598808288574219°C,36.69%
2023-06-03T00:40:00+04:00 Dubai,15.448724746704102°C,36.69%
2023-06-03T00:45:00+04:00 Dubai,15.448724746704102°C,36.69%
2023-06-03T00:50:00+04:00 Dubai,15.448724746704102°C,36.69%
2023-06-03T00:55:00+04:00 Dubai,15.448724746704102°C,36.69%
2023-06-03T01:00:00+04:00 Dubai,15.448724746704102°C,36.69%
2023-06-03T01:05:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:10:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:15:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:20:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:25:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:30:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:35:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:40:00+04:00 Dubai,15.300138473510742°C,36.69%
2023-06-03T01:45:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T01:50:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T01:55:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:00:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:05:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:10:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:15:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:20:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:25:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:30:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:35:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:40:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:45:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:50:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T02:55:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:00:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:05:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:10:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:15:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:20:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:25:00+04:00 Dubai,15.15151596069336°C,36.69%
2023-06-03T03:30:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T03:35:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T03:40:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T03:45:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T03:50:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T03:55:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:00:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:05:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:10:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:15:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:20:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:25:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:30:00+04:00 Dubai,15.00275993347168°C,36.69%
2023-06-03T04:35:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T04:40:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T04:45:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T04:50:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T04:55:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:00:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:05:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:10:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:15:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:20:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:25:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:30:00+04:00 Dubai,15.152704238891602°C,36.69%
2023-06-03T05:35:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T05:40:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T05:45:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T05:50:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T05:55:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T06:00:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T06:05:00+04:00 Dubai,15.003645896911621°C,36.69%
2023-06-03T06:10:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:15:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:20:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:25:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:30:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:35:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:40:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:45:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:50:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T06:55:00+04:00 Dubai,15.15656852722168°C,36.69%
2023-06-03T07:00:00+04:00 Dubai,15.306031227111816°C,36.69%
2023-06-03T07:05:00+04:00 Dubai,15.463733673095703°C,36.69%
2023-06-03T07:10:00+04:00 Dubai,15.613490104675293°C,39.15%
2023-06-03T07:15:00+04:00 Dubai,15.613490104675293°C,39.15%
2023-06-03T07:20:00+04:00 Dubai,15.613490104675293°C,39.15%
2023-06-03T07:25:00+04:00 Dubai,15.613490104675293°C,40.16%
2023-06-03T07:30:00+04:00 Dubai,15.613490104675293°C,41.29%
2023-06-03T07:35:00+04:00 Dubai,15.613490104675293°C,41.29%
2023-06-03T07:40:00+04:00 Dubai,15.613490104675293°C,41.29%
2023-06-03T07:45:00+04:00 Dubai,15.613490104675293°C,41.29%
2023-06-03T07:50:00+04:00 Dubai,15.613490104675293°C,41.29%
2023-06-03T07:55:00+04:00 Dubai,15.613490104675293°C,42.29%
2023-06-03T08:00:00+04:00 Dubai,15.613490104675293°C,43.29%
2023-06-03T08:05:00+04:00 Dubai,15.613490104675293°C,44.66%
2023-06-03T08:10:00+04:00 Dubai,15.613490104675293°C,44.66%
2023-06-03T08:15:00+04:00 Dubai,15.462904930114746°C,44.66%
2023-06-03T08:20:00+04:00 Dubai,15.313618659973145°C,44.66%
2023-06-03T08:25:00+04:00 Dubai,15.313618659973145°C,44.66%
2023-06-03T08:30:00+04:00 Dubai,15.313618659973145°C,44.66%
2023-06-03T08:35:00+04:00 Dubai,15.313618659973145°C,44.66%
2023-06-03T08:40:00+04:00 Dubai,15.464426040649414°C,44.66%
2023-06-03T08:45:00+04:00 Dubai,15.464426040649414°C,44.66%
2023-06-03T08:50:00+04:00 Dubai,15.613080024719238°C,45.79%
2023-06-03T08:55:00+04:00 Dubai,15.761618614196777°C,48.30%
2023-06-03T09:00:00+04:00 Dubai,15.761618614196777°C,49.48%
2023-06-03T09:05:00+04:00 Dubai,15.761618614196777°C,49.48%
2023-06-03T09:10:00+04:00 Dubai,15.761618614196777°C,49.48%
2023-06-03T09:15:00+04:00 Dubai,15.761618614196777°C,51.79%
2023-06-03T09:20:00+04:00 Dubai,15.761618614196777°C,52.90%
2023-06-03T09:25:00+04:00 Dubai,15.761618614196777°C,53.98%
2023-06-03T09:30:00+04:00 Dubai,15.761618614196777°C,54.98%
2023-06-03T09:35:00+04:00 Dubai,15.761618614196777°C,56.15%
2023-06-03T09:40:00+04:00 Dubai,15.761618614196777°C,58.40%
2023-06-03T09:45:00+04:00 Dubai,15.761618614196777°C,59.70%
2023-06-03T09:50:00+04:00 Dubai,15.761618614196777°C,62.43%
2023-06-03T09:55:00+04:00 Dubai,15.761618614196777°C,63.66%
2023-06-03T10:00:00+04:00 Dubai,15.910161972045898°C,66.09%
2023-06-03T10:05:00+04:00 Dubai,15.910161972045898°C,67.66%
2023-06-03T10:10:00+04:00 Dubai,15.910161972045898°C,71.44%
2023-06-03T10:15:00+04:00 Dubai,15.910161972045898°C,72.88%
2023-06-03T10:20:00+04:00 Dubai,15.910161972045898°C,75.45%
2023-06-03T10:25:00+04:00 Dubai,15.910161972045898°C,78.18%
2023-06-03T10:30:00+04:00 Dubai,15.910161972045898°C,79.62%
2023-06-03T10:35:00+04:00 Dubai,15.910161972045898°C,81.91%
2023-06-03T10:40:00+04:00 Dubai,15.89627456665039°C,82.85%
2023-06-03T10:45:00+04:00 Dubai,14.631293296813965°C,80.11%
2023-06-03T10:50:00+04:00 Dubai,13.851700782775879°C,70.61%
2023-06-03T10:55:00+04:00 Dubai,13.851700782775879°C,67.46%
2023-06-03T11:00:00+04:00 Dubai,13.851700782775879°C,64.50%
2023-06-03T11:05:00+04:00 Dubai,13.851700782775879°C,60.35%
2023-06-03T11:10:00+04:00 Dubai,13.851700782775879°C,57.56%
2023-06-03T11:15:00+04:00 Dubai,13.851700782775879°C,55.15%
2023-06-03T11:20:00+04:00 Dubai,13.851700782775879°C,53.76%
2023-06-03T11:25:00+04:00 Dubai,14.003034591674805°C,52.77%
2023-06-03T11:30:00+04:00 Dubai,14.003034591674805°C,50.49%
2023-06-03T11:35:00+04:00 Dubai,14.152933120727539°C,50.49%
2023-06-03T11:40:00+04:00 Dubai,14.30271053314209°C,50.49%
2023-06-03T11:45:00+04:00 Dubai,14.30271053314209°C,49.50%
2023-06-03T11:50:00+04:00 Dubai,14.30271053314209°C,49.50%
2023-06-03T11:55:00+04:00 Dubai,14.30271053314209°C,49.50%
2023-06-03T12:00:00+04:00 Dubai,14.30271053314209°C,48.44%
2023-06-03T12:05:00+04:00 Dubai,14.30271053314209°C,48.44%
2023-06-03T12:10:00+04:00 Dubai,14.30271053314209°C,47.44%
2023-06-03T12:15:00+04:00 Dubai,14.30271053314209°C,47.44%
2023-06-03T12:20:00+04:00 Dubai,14.30271053314209°C,47.44%
2023-06-03T12:25:00+04:00 Dubai,14.30271053314209°C,46.37%
2023-06-03T12:30:00+04:00 Dubai,14.30271053314209°C,46.37%
2023-06-03T12:35:00+04:00 Dubai,14.453609466552734°C,45.38%
2023-06-03T12:40:00+04:00 Dubai,14.60379695892334°C,45.38%
2023-06-03T12:45:00+04:00 Dubai,14.60379695892334°C,45.38%
2023-06-03T12:50:00+04:00 Dubai,14.60379695892334°C,45.38%
2023-06-03T12:55:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:00:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:05:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:10:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:15:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:20:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:25:00+04:00 Dubai,14.752480506896973°C,45.38%
2023-06-03T13:30:00+04:00 Dubai,14.752480506896973°C,45.38%
