Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1_Copy
2023-07-01T00:20:00+04:00 Dubai,24.358951568603516°C,26.753520965576172%
2023-07-01T00:25:00+04:00 Dubai,24.358951568603516°C,26.753520965576172%
2023-07-01T00:30:00+04:00 Dubai,24.358951568603516°C,25.746009826660156%
2023-07-01T00:35:00+04:00 Dubai,24.209796905517578°C,25.746009826660156%
2023-07-01T00:40:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T00:45:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T00:50:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T00:55:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:00:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:05:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:10:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:15:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:20:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:25:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:30:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:35:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:40:00+04:00 Dubai,24.209796905517578°C,26.809513092041016%
2023-07-01T01:45:00+04:00 Dubai,24.209796905517578°C,27.906776428222656%
2023-07-01T01:50:00+04:00 Dubai,24.209796905517578°C,29.21419334411621%
2023-07-01T01:55:00+04:00 Dubai,24.209796905517578°C,31.208314895629883%
2023-07-01T02:00:00+04:00 Dubai,24.209796905517578°C,32.60455322265625%
2023-07-01T02:05:00+04:00 Dubai,24.209796905517578°C,34.88269805908203%
2023-07-01T02:10:00+04:00 Dubai,24.209796905517578°C,37.61555862426758%
2023-07-01T02:15:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:20:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:25:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:30:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:35:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:40:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:45:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:50:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T02:55:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:00:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:05:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:10:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:15:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:20:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:25:00+04:00 Dubai,24.209796905517578°C,34.71636199951172%
2023-07-01T03:30:00+04:00 Dubai,24.3585147857666°C,34.71636199951172%
2023-07-01T03:35:00+04:00 Dubai,24.3585147857666°C,34.71636199951172%
2023-07-01T03:40:00+04:00 Dubai,24.3585147857666°C,34.71636199951172%
2023-07-01T03:45:00+04:00 Dubai,24.3585147857666°C,35.74113082885742%
2023-07-01T03:50:00+04:00 Dubai,24.3585147857666°C,35.74113082885742%
2023-07-01T03:55:00+04:00 Dubai,24.3585147857666°C,35.74113082885742%
2023-07-01T04:00:00+04:00 Dubai,24.3585147857666°C,35.74113082885742%
2023-07-01T04:05:00+04:00 Dubai,24.3585147857666°C,35.74113082885742%
2023-07-01T04:10:00+04:00 Dubai,24.3585147857666°C,36.788997650146484%
2023-07-01T04:15:00+04:00 Dubai,24.3585147857666°C,36.788997650146484%
2023-07-01T04:20:00+04:00 Dubai,24.3585147857666°C,36.788997650146484%
2023-07-01T04:25:00+04:00 Dubai,24.3585147857666°C,37.78557205200195%
2023-07-01T04:30:00+04:00 Dubai,24.3585147857666°C,37.78557205200195%
2023-07-01T04:35:00+04:00 Dubai,24.3585147857666°C,38.82912826538086%
2023-07-01T04:40:00+04:00 Dubai,24.3585147857666°C,38.82912826538086%
2023-07-01T04:45:00+04:00 Dubai,24.3585147857666°C,39.99296951293945%
2023-07-01T04:50:00+04:00 Dubai,24.3585147857666°C,41.01332473754883%
2023-07-01T04:55:00+04:00 Dubai,24.3585147857666°C,42.09803771972656%
2023-07-01T05:00:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:05:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:10:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:15:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:20:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:25:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:30:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:35:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:40:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:45:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:50:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T05:55:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T06:00:00+04:00 Dubai,24.3585147857666°C,40.70004653930664%
2023-07-01T06:05:00+04:00 Dubai,24.3585147857666°C,64.77255249023438%
2023-07-01T06:10:00+04:00 Dubai,24.3585147857666°C,70.19032287597656%
2023-07-01T06:15:00+04:00 Dubai,24.3585147857666°C,74.21379089355469%
2023-07-01T06:20:00+04:00 Dubai,24.3585147857666°C,77.28762817382812%
2023-07-01T06:25:00+04:00 Dubai,24.3585147857666°C,80.27745056152344%
2023-07-01T06:30:00+04:00 Dubai,24.3585147857666°C,82.39488220214844%
2023-07-01T06:35:00+04:00 Dubai,24.3585147857666°C,84.93699645996094%
2023-07-01T06:40:00+04:00 Dubai,24.3585147857666°C,87.50079345703125%
2023-07-01T06:45:00+04:00 Dubai,24.507017135620117°C,90.13980102539062%
2023-07-01T06:50:00+04:00 Dubai,24.507017135620117°C,92.64704895019531%
2023-07-01T06:55:00+04:00 Dubai,24.507017135620117°C,94.02713775634766%
2023-07-01T07:00:00+04:00 Dubai,24.507017135620117°C,96.9279556274414%
2023-07-01T07:05:00+04:00 Dubai,24.507017135620117°C,99.2034912109375%
2023-07-01T07:10:00+04:00 Dubai,24.656536102294922°C,99.2034912109375%
2023-07-01T07:15:00+04:00 Dubai,24.656536102294922°C,99.2034912109375%
2023-07-01T07:20:00+04:00 Dubai,24.656536102294922°C,99.2034912109375%
2023-07-01T07:25:00+04:00 Dubai,24.80584144592285°C,99.2034912109375%
2023-07-01T07:30:00+04:00 Dubai,24.80584144592285°C,99.2034912109375%
2023-07-01T07:35:00+04:00 Dubai,24.95532989501953°C,99.2034912109375%
2023-07-01T07:40:00+04:00 Dubai,24.95532989501953°C,99.2034912109375%
2023-07-01T07:45:00+04:00 Dubai,25.104026794433594°C,99.2034912109375%
2023-07-01T07:50:00+04:00 Dubai,25.104026794433594°C,99.2034912109375%
2023-07-01T07:55:00+04:00 Dubai,25.104026794433594°C,99.2034912109375%
2023-07-01T08:00:00+04:00 Dubai,25.25389289855957°C,99.2034912109375%
2023-07-01T08:05:00+04:00 Dubai,25.25389289855957°C,99.2034912109375%
2023-07-01T08:10:00+04:00 Dubai,25.403076171875°C,99.2034912109375%
2023-07-01T08:15:00+04:00 Dubai,25.403076171875°C,99.2034912109375%
2023-07-01T08:20:00+04:00 Dubai,25.403076171875°C,99.2034912109375%
2023-07-01T08:25:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:30:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:35:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:40:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:45:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:50:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T08:55:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T09:00:00+04:00 Dubai,25.552377700805664°C,99.2034912109375%
2023-07-01T09:05:00+04:00 Dubai,25.40210723876953°C,99.2034912109375%
2023-07-01T09:10:00+04:00 Dubai,25.40210723876953°C,99.2034912109375%
2023-07-01T09:15:00+04:00 Dubai,25.252044677734375°C,99.2034912109375%
2023-07-01T09:20:00+04:00 Dubai,25.252044677734375°C,99.2034912109375%
2023-07-01T09:25:00+04:00 Dubai,25.252044677734375°C,99.2034912109375%
2023-07-01T09:30:00+04:00 Dubai,25.252044677734375°C,99.2034912109375%
2023-07-01T09:35:00+04:00 Dubai,25.102523803710938°C,99.2034912109375%
2023-07-01T09:40:00+04:00 Dubai,25.099525162667938°C,99.2034912109375%
2023-07-01T09:45:00+04:00 Dubai,25.09652652162494°C,99.2034912109375%
2023-07-01T09:50:00+04:00 Dubai,25.09352788058194°C,99.2034912109375%
2023-07-01T09:55:00+04:00 Dubai,25.090529239538945°C,99.2034912109375%
2023-07-01T10:00:00+04:00 Dubai,25.087530598495945°C,99.2034912109375%
2023-07-01T10:05:00+04:00 Dubai,25.08453195745295°C,99.2034912109375%
2023-07-01T10:10:00+04:00 Dubai,25.08153331640995°C,99.2034912109375%
2023-07-01T10:15:00+04:00 Dubai,25.07853467536695°C,99.2034912109375%
2023-07-01T10:20:00+04:00 Dubai,25.075536034323953°C,99.2034912109375%
2023-07-01T10:25:00+04:00 Dubai,25.072537393280953°C,99.2034912109375%
2023-07-01T10:30:00+04:00 Dubai,25.069538752237957°C,99.2034912109375%
2023-07-01T10:35:00+04:00 Dubai,25.066540111194957°C,99.2034912109375%
2023-07-01T10:40:00+04:00 Dubai,25.06354147015196°C,99.2034912109375%
2023-07-01T10:45:00+04:00 Dubai,25.06054282910896°C,99.2034912109375%
2023-07-01T10:50:00+04:00 Dubai,25.05754418806596°C,98.18148040771484%
2023-07-01T10:55:00+04:00 Dubai,25.054545547022965°C,97.07034301757812%
2023-07-01T11:00:00+04:00 Dubai,25.051546905979965°C,95.92102813720703%
2023-07-01T11:05:00+04:00 Dubai,25.04854826493697°C,94.7605972290039%
2023-07-01T11:10:00+04:00 Dubai,25.04554962389397°C,93.55647277832031%
2023-07-01T11:15:00+04:00 Dubai,25.04255098285097°C,91.17361450195312%
2023-07-01T11:20:00+04:00 Dubai,25.039552341807973°C,88.93717193603516%
2023-07-01T11:25:00+04:00 Dubai,25.036553700764973°C,87.76740264892578%
2023-07-01T11:30:00+04:00 Dubai,25.033555059721976°C,86.18556213378906%
2023-07-01T11:35:00+04:00 Dubai,25.030556418678977°C,87.38340759277344%
2023-07-01T11:40:00+04:00 Dubai,25.02755777763598°C,87.38340759277344%
2023-07-01T11:45:00+04:00 Dubai,25.02455913659298°C,87.38340759277344%
2023-07-01T11:50:00+04:00 Dubai,25.02156049554998°C,87.38340759277344%
2023-07-01T11:55:00+04:00 Dubai,25.018561854506984°C,86.39239501953125%
2023-07-01T12:00:00+04:00 Dubai,25.015563213463984°C,86.39239501953125%
2023-07-01T12:05:00+04:00 Dubai,25.012564572420988°C,84.81632232666016%
2023-07-01T12:10:00+04:00 Dubai,25.00956593137799°C,84.81632232666016%
2023-07-01T12:15:00+04:00 Dubai,25.006567290334992°C,84.81632232666016%
2023-07-01T12:20:00+04:00 Dubai,25.003568649291992°C,84.81632232666016%
2023-07-01T12:25:00+04:00 Dubai,25.000570008248992°C,83.48556518554688%
2023-07-01T12:30:00+04:00 Dubai,24.997571367205996°C,84.48733520507812%
2023-07-01T12:35:00+04:00 Dubai,24.994572726162996°C,84.17304992675781%
2023-07-01T12:40:00+04:00 Dubai,24.99157408512°C,83.07539367675781%
2023-07-01T12:45:00+04:00 Dubai,24.988575444077°C,83.07539367675781%
2023-07-01T12:50:00+04:00 Dubai,24.985576803034004°C,83.07539367675781%
2023-07-01T12:55:00+04:00 Dubai,24.982578161991004°C,83.07539367675781%
2023-07-01T13:00:00+04:00 Dubai,24.979579520948004°C,83.07539367675781%
2023-07-01T13:05:00+04:00 Dubai,24.976580879905008°C,83.07539367675781%
2023-07-01T13:10:00+04:00 Dubai,24.973582238862008°C,83.07539367675781%
2023-07-01T13:15:00+04:00 Dubai,24.97058359781901°C,83.07539367675781%
2023-07-01T13:20:00+04:00 Dubai,24.96758495677601°C,83.07539367675781%
2023-07-01T13:25:00+04:00 Dubai,24.964586315733015°C,83.07539367675781%
2023-07-01T13:30:00+04:00 Dubai,24.961587674690016°C,83.07539367675781%
2023-07-01T13:35:00+04:00 Dubai,24.958589033647016°C,83.07539367675781%
2023-07-01T13:40:00+04:00 Dubai,24.95559039260402°C,83.07539367675781%
2023-07-01T13:45:00+04:00 Dubai,24.95259175156102°C,83.07539367675781%
2023-07-01T13:50:00+04:00 Dubai,24.949593110518023°C,83.07539367675781%
2023-07-01T13:55:00+04:00 Dubai,24.946594469475023°C,83.07539367675781%
2023-07-01T14:00:00+04:00 Dubai,24.943595828432024°C,83.07539367675781%
2023-07-01T14:05:00+04:00 Dubai,24.940597187389027°C,83.07539367675781%
2023-07-01T14:10:00+04:00 Dubai,24.937598546346027°C,83.07539367675781%
2023-07-01T14:15:00+04:00 Dubai,24.93459990530303°C,83.07539367675781%
2023-07-01T14:20:00+04:00 Dubai,24.93160126426003°C,83.07539367675781%
2023-07-01T14:25:00+04:00 Dubai,24.928602623217035°C,83.07539367675781%
2023-07-01T14:30:00+04:00 Dubai,24.925603982174035°C,83.07539367675781%
2023-07-01T14:35:00+04:00 Dubai,24.922605341131035°C,83.07539367675781%
2023-07-01T14:40:00+04:00 Dubai,24.91960670008804°C,83.07539367675781%
2023-07-01T14:45:00+04:00 Dubai,24.91660805904504°C,83.07539367675781%
2023-07-01T14:50:00+04:00 Dubai,24.913609418002043°C,83.07539367675781%
2023-07-01T14:55:00+04:00 Dubai,24.910610776959043°C,83.07539367675781%
2023-07-01T15:00:00+04:00 Dubai,24.907612135916047°C,86.13678741455078%
2023-07-01T15:05:00+04:00 Dubai,24.904613494873047°C,90.62904357910156%
2023-07-01T15:10:00+04:00 Dubai,24.901614853830047°C,93.29963684082031%
2023-07-01T15:15:00+04:00 Dubai,24.89861621278705°C,92.56684875488281%
2023-07-01T15:20:00+04:00 Dubai,24.89561757174405°C,88.78489685058594%
2023-07-01T15:25:00+04:00 Dubai,24.892618930701055°C,78.1364517211914%
2023-07-01T15:30:00+04:00 Dubai,24.889620289658055°C,73.13973999023438%
2023-07-01T15:35:00+04:00 Dubai,24.88662164861506°C,70.16779327392578%
2023-07-01T15:40:00+04:00 Dubai,24.88362300757206°C,65.69874572753906%
2023-07-01T15:45:00+04:00 Dubai,24.88062436652906°C,63.95873260498047%
2023-07-01T15:50:00+04:00 Dubai,24.877625725486062°C,61.0197639465332%
2023-07-01T15:55:00+04:00 Dubai,24.874627084443063°C,58.42324447631836%
2023-07-01T16:00:00+04:00 Dubai,24.871628443400066°C,56.267723083496094%
2023-07-01T16:05:00+04:00 Dubai,24.868629802357066°C,55.256072998046875%
2023-07-01T16:10:00+04:00 Dubai,24.86563116131407°C,55.256072998046875%
2023-07-01T16:15:00+04:00 Dubai,24.86263252027107°C,54.025596618652344%
2023-07-01T16:20:00+04:00 Dubai,24.85963387922807°C,52.803531646728516%
2023-07-01T16:25:00+04:00 Dubai,24.856635238185074°C,52.803531646728516%
2023-07-01T16:30:00+04:00 Dubai,24.853636597142074°C,52.803531646728516%
2023-07-01T16:35:00+04:00 Dubai,24.850637956099078°C,52.803531646728516%
2023-07-01T16:40:00+04:00 Dubai,24.847639315056078°C,52.803531646728516%
2023-07-01T16:45:00+04:00 Dubai,24.84464067401308°C,52.803531646728516%
2023-07-01T16:50:00+04:00 Dubai,24.841642032970082°C,52.803531646728516%
2023-07-01T16:55:00+04:00 Dubai,24.838643391927082°C,52.803531646728516%
2023-07-01T17:00:00+04:00 Dubai,24.835644750884086°C,52.803531646728516%
2023-07-01T17:05:00+04:00 Dubai,24.832646109841086°C,52.803531646728516%
2023-07-01T17:10:00+04:00 Dubai,24.82964746879809°C,52.803531646728516%
2023-07-01T17:15:00+04:00 Dubai,24.82664882775509°C,52.803531646728516%
2023-07-01T17:20:00+04:00 Dubai,24.82365018671209°C,52.803531646728516%
2023-07-01T17:25:00+04:00 Dubai,24.820651545669094°C,52.803531646728516%
2023-07-01T17:30:00+04:00 Dubai,24.817652904626094°C,52.803531646728516%
2023-07-01T17:35:00+04:00 Dubai,24.814654263583098°C,52.803531646728516%
2023-07-01T17:40:00+04:00 Dubai,24.811655622540098°C,52.803531646728516%
2023-07-01T17:45:00+04:00 Dubai,24.8086569814971°C,52.803531646728516%
2023-07-01T17:50:00+04:00 Dubai,24.8056583404541°C,52.803531646728516%
2023-07-01T17:55:00+04:00 Dubai,24.8056583404541°C,52.803531646728516%
